id,date,weekday,description
1716,2025-09-12,周五,工作日
1717,2025-09-13,周六,周末
1718,2025-09-14,周日,周末
1719,2025-09-15,周一,工作日
1720,2025-09-16,周二,工作日
1721,2025-09-17,周三,工作日
1722,2025-09-18,周四,工作日
1723,2025-09-19,周五,工作日
1724,2025-09-20,周六,周末
1725,2025-09-21,周日,周末
1726,2025-09-22,周一,工作日
1727,2025-09-23,周二,工作日
1728,2025-09-24,周三,工作日
1729,2025-09-25,周四,工作日
1730,2025-09-26,周五,工作日
1731,2025-09-27,周六,周末
1732,2025-09-28,周日,"国庆节,中秋节"
1733,2025-09-29,周一,工作日
1734,2025-09-30,周二,工作日
1735,2025-10-01,周三,"国庆节,中秋节"
1736,2025-10-02,周四,"国庆节,中秋节"
1737,2025-10-03,周五,"国庆节,中秋节"
1738,2025-10-04,周六,"国庆节,中秋节"
1739,2025-10-05,周日,"国庆节,中秋节"
1740,2025-10-06,周一,"国庆节,中秋节"
1741,2025-10-07,周二,"国庆节,中秋节"
1742,2025-10-08,周三,"国庆节,中秋节"
1743,2025-10-09,周四,工作日
1744,2025-10-10,周五,工作日
1745,2025-10-11,周六,"国庆节,中秋节"
1746,2025-10-12,周日,周末
1747,2025-10-13,周一,工作日
1748,2025-10-14,周二,工作日
1749,2025-10-15,周三,工作日
1750,2025-10-16,周四,工作日
1751,2025-10-17,周五,工作日
1752,2025-10-18,周六,周末
1753,2025-10-19,周日,周末
1754,2025-10-20,周一,工作日
1755,2025-10-21,周二,工作日
1756,2025-10-22,周三,工作日
1757,2025-10-23,周四,工作日
1758,2025-10-24,周五,工作日
1759,2025-10-25,周六,周末
1760,2025-10-26,周日,周末
1761,2025-10-27,周一,工作日
1762,2025-10-28,周二,工作日
1763,2025-10-29,周三,工作日
1764,2025-10-30,周四,工作日
1765,2025-10-31,周五,工作日
1766,2025-11-01,周六,周末
1767,2025-11-02,周日,周末
1768,2025-11-03,周一,工作日
1769,2025-11-04,周二,工作日
1770,2025-11-05,周三,工作日
1771,2025-11-06,周四,工作日
1772,2025-11-07,周五,工作日
1773,2025-11-08,周六,周末
1774,2025-11-09,周日,周末
1775,2025-11-10,周一,工作日
1776,2025-11-11,周二,工作日
1777,2025-11-12,周三,工作日
1778,2025-11-13,周四,工作日
1779,2025-11-14,周五,工作日
1780,2025-11-15,周六,周末
1781,2025-11-16,周日,周末
1782,2025-11-17,周一,工作日
1783,2025-11-18,周二,工作日
1784,2025-11-19,周三,工作日
1785,2025-11-20,周四,工作日
1786,2025-11-21,周五,工作日
1787,2025-11-22,周六,周末
1788,2025-11-23,周日,周末
1789,2025-11-24,周一,工作日
1790,2025-11-25,周二,工作日
1791,2025-11-26,周三,工作日
1792,2025-11-27,周四,工作日
1793,2025-11-28,周五,工作日
1794,2025-11-29,周六,周末
1795,2025-11-30,周日,周末
1796,2025-12-01,周一,工作日
1797,2025-12-02,周二,工作日
1798,2025-12-03,周三,工作日
1799,2025-12-04,周四,工作日
1800,2025-12-05,周五,工作日
1801,2025-12-06,周六,周末
1802,2025-12-07,周日,周末
1803,2025-12-08,周一,工作日
1804,2025-12-09,周二,工作日
1805,2025-12-10,周三,工作日
1806,2025-12-11,周四,工作日
1807,2025-12-12,周五,工作日
1808,2025-12-13,周六,周末
1809,2025-12-14,周日,周末
1810,2025-12-15,周一,工作日
1811,2025-12-16,周二,工作日
1812,2025-12-17,周三,工作日
1813,2025-12-18,周四,工作日
1814,2025-12-19,周五,工作日
1815,2025-12-20,周六,周末
1816,2025-12-21,周日,周末
1817,2025-12-22,周一,工作日
1818,2025-12-23,周二,工作日
1819,2025-12-24,周三,工作日
1820,2025-12-25,周四,工作日
1821,2025-12-26,周五,工作日
1822,2025-12-27,周六,周末
1823,2025-12-28,周日,周末
1824,2025-12-29,周一,工作日
1825,2025-12-30,周二,工作日
1826,2025-12-31,周三,工作日
